"taxonKey	scientificName	acceptedTaxonKey	acceptedScientificName	numberOfOccurrences	taxonRank	taxonomicStatus	kingdom	kingdomKey	phylum	phylumKey	class	classKey	order	orderKey	family	familyKey	genus	genusKey	species	speciesKey	iucnRedListCategory",,
"3170088	Gentiana villosa L.	3170088	Gentiana villosa L.	1	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Gentianales	412	Gentianaceae	2503	Gentiana	3170037	Gentiana villosa	3170088	NE",,
"5331300	Viola blanda Willd.	5331300	Viola blanda Willd.	1	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Malpighiales	1414	Violaceae	6631	Viola	2874237	Viola blanda	5331300	NE",,
"5361878	Ulmus alata Michx.	5361878	Ulmus alata Michx.	1	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Rosales	691	Ulmaceae	2382	Ulmus	2984510	Ulmus alata	5361878	LC",,
"2717220	Eleocharis baldwinii (Torr.) Chapm.	2717220	Eleocharis baldwinii (Torr.) Chapm.	1	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Liliopsida	196	Poales	1369	Cyperaceae	7708	Eleocharis	2716791	Eleocharis baldwinii	2717220	NE",,
"2927347	Pycnanthemum tenuifolium Schrad.	2927347	Pycnanthemum tenuifolium Schrad.	1	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Lamiales	408	Lamiaceae	2497	Pycnanthemum	2927338	Pycnanthemum tenuifolium	2927347	NE",,
"3034514	Zizia trifoliata (Michx.) Fernald	3034514	Zizia trifoliata (Michx.) Fernald	2	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Apiales	1351	Apiaceae	6720	Zizia	3034513	Zizia trifoliata	3034514	NE",,
"3090787	Prenanthes autumnalis Walter	7566467	Nabalus autumnalis (Walter) Weakley	1	SPECIES	SYNONYM	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Asterales	414	Asteraceae	3065	Nabalus	3123761	Nabalus autumnalis	7566467	NE",,
"5414532	Sabatia bartramii Wilbur	5414533	Sabatia decandra (Walter) R.M.Harper	1	SPECIES	SYNONYM	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Gentianales	412	Gentianaceae	2503	Sabatia	3170133	Sabatia decandra	5414533	NE",,
"2720570	Rhynchospora filifolia A.Gray	2720570	Rhynchospora filifolia A.Gray	1	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Liliopsida	196	Poales	1369	Cyperaceae	7708	Rhynchospora	2701052	Rhynchospora filifolia	2720570	NE",,
"2888967	Rumex verticillatus L.	2888967	Rumex verticillatus L.	2	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Caryophyllales	422	Polygonaceae	2416	Rumex	2888942	Rumex verticillatus	2888967	NE",,
"3189116	Epilobium leptophyllum Raf.	3189116	Epilobium leptophyllum Raf.	1	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Myrtales	690	Onagraceae	2430	Epilobium	3189067	Epilobium leptophyllum	3189116	LC",,
"3189836	Acer pensylvanicum L.	3189836	Acer pensylvanicum L.	2	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Sapindales	933	Sapindaceae	6657	Acer	3189834	Acer pensylvanicum	3189836	LC",,
"2927479	Cuscuta L.	2927479	Cuscuta L.	1	GENUS	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Solanales	1176	Convolvulaceae	2389	Cuscuta	2927479			NE",,
"3112045	Carphephorus carnosus (Small) C.W.James	3112045	Carphephorus carnosus (Small) C.W.James	1	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Asterales	414	Asteraceae	3065	Carphephorus	3112031	Carphephorus carnosus	3112045	NE",,
"3139715	Gamochaeta falcata (Lam.) Cabrera	3139715	Gamochaeta falcata (Lam.) Cabrera	1	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Asterales	414	Asteraceae	3065	Gamochaeta	3139636	Gamochaeta falcata	3139715	NE",,
"3170757	Aureolaria laevigata (Raf.) Raf.	3170757	Aureolaria laevigata (Raf.) Raf.	1	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Lamiales	408	Orobanchaceae	6651	Aureolaria	3170755	Aureolaria laevigata	3170757	NE",,
"2650503	Pecluma plumula (Humb. & Bonpl. ex Willd.) M.G.Price	2650503	Pecluma plumula (Humb. & Bonpl. ex Willd.) M.G.Price	1	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Polypodiopsida	7228684	Polypodiales	392	Polypodiaceae	2368	Pecluma	2650499	Pecluma plumula	2650503	NE",,
"2725238	Carex appalachica J.M.Webber & P.W.Ball	2725238	Carex appalachica J.M.Webber & P.W.Ball	1	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Liliopsida	196	Poales	1369	Cyperaceae	7708	Carex	2721893	Carex appalachica	2725238	NE",,
"2926653	Trichostema suffrutescens Kearney	2926653	Trichostema suffrutescens Kearney	1	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Lamiales	408	Lamiaceae	2497	Trichostema	2926651	Trichostema suffrutescens	2926653	NE",,
"3026585	Spiraea alba Du Roi	3026585	Spiraea alba Du Roi	1	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Rosales	691	Rosaceae	5015	Spiraea	3026392	Spiraea alba	3026585	NE",,
"3137986	Hartwrightia floridana A.Gray ex S.Watson	3137986	Hartwrightia floridana A.Gray ex S.Watson	1	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Asterales	414	Asteraceae	3065	Hartwrightia	3137985	Hartwrightia floridana	3137986	NE",,
"3148137	Verbesina virginica L.	3148137	Verbesina virginica L.	1	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Asterales	414	Asteraceae	3065	Verbesina	3147795	Verbesina virginica	3148137	NE",,
"3172384	Forestiera segregata (Jacq.) Krug & Urb.	3172384	Forestiera segregata (Jacq.) Krug & Urb.	1	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Lamiales	408	Oleaceae	6652	Forestiera	3172377	Forestiera segregata	3172384	LC",,
"4119148	Panicum webberianum Nash	8257707	Dichanthelium webberianum (Nash) LeBlond	1	SPECIES	SYNONYM	Plantae	6	Tracheophyta	7707728	Liliopsida	196	Poales	1369	Poaceae	3073	Dichanthelium	2702537	Dichanthelium webberianum	8257707	NE",,
"4254924	Rudbeckia laciniata var. humilis A.Gray	4254924	Rudbeckia laciniata var. humilis A.Gray	1	VARIETY	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Asterales	414	Asteraceae	3065	Rudbeckia	3114220	Rudbeckia laciniata	3114229	",,
"2715517	Cyperus retrorsus Chapm.	2715517	Cyperus retrorsus Chapm.	1	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Liliopsida	196	Poales	1369	Cyperaceae	7708	Cyperus	2713455	Cyperus retrorsus	2715517	NE",,
"2722913	Carex radfordii Gaddy	2722913	Carex radfordii Gaddy	1	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Liliopsida	196	Poales	1369	Cyperaceae	7708	Carex	2721893	Carex radfordii	2722913	NE",,
"2729996	Carex michauxiana Boeckeler	2729996	Carex michauxiana Boeckeler	1	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Liliopsida	196	Poales	1369	Cyperaceae	7708	Carex	2721893	Carex michauxiana	2729996	LC",,
"2805347	Spiranthes vernalis Engelm. & A.Gray	2805347	Spiranthes vernalis Engelm. & A.Gray	1	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Liliopsida	196	Asparagales	1169	Orchidaceae	7689	Spiranthes	2805315	Spiranthes vernalis	2805347	NE",,
"2972983	Albizia julibrissin Durazz.	2972983	Albizia julibrissin Durazz.	2	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Fabales	1370	Fabaceae	5386	Albizia	2972897	Albizia julibrissin	2972983	NE",,
"3189552	Hypericum myrtifolium Lam.	3189552	Hypericum myrtifolium Lam.	2	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Malpighiales	1414	Hypericaceae	4900406	Hypericum	3189452	Hypericum myrtifolium	3189552	NE",,
"2726186	Carex decomposita Muhl.	2726186	Carex decomposita Muhl.	1	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Liliopsida	196	Poales	1369	Cyperaceae	7708	Carex	2721893	Carex decomposita	2726186	NE",,
"2726928	Carex laxiculmis Schwein.	2726928	Carex laxiculmis Schwein.	1	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Liliopsida	196	Poales	1369	Cyperaceae	7708	Carex	2721893	Carex laxiculmis	2726928	NE",,
"2728757	Carex oxylepis Torr. & Hook.	2728757	Carex oxylepis Torr. & Hook.	1	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Liliopsida	196	Poales	1369	Cyperaceae	7708	Carex	2721893	Carex oxylepis	2728757	NE",,
"3054352	Juglans cinerea L.	3054352	Juglans cinerea L.	1	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Fagales	1354	Juglandaceae	2499	Juglans	3054350	Juglans cinerea	3054352	EN",,
"3132412	Krigia virginica (L.) Willd.	3132412	Krigia virginica (L.) Willd.	2	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Asterales	414	Asteraceae	3065	Krigia	3132392	Krigia virginica	3132412	NE",,
"5290270	Elymus trachycaulus (Link) Gould ex Shinners	4104489	Elymus violaceus (Hornem.) J.Feilberg	1	SPECIES	SYNONYM	Plantae	6	Tracheophyta	7707728	Liliopsida	196	Poales	1369	Poaceae	3073	Elymus	10465436	Elymus violaceus	4104489	NE",,
"5334239	Lonicera sempervirens L.	5334239	Lonicera sempervirens L.	1	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Dipsacales	946	Caprifoliaceae	6710	Lonicera	2888645	Lonicera sempervirens	5334239	NE",,
"5914287	Melia azedarach L.	5914287	Melia azedarach L.	1	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Sapindales	933	Meliaceae	2397	Melia	3190496	Melia azedarach	5914287	LC",,
"2688223	Selaginella tortipila A.Braun	2688223	Selaginella tortipila A.Braun	1	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Lycopodiopsida	245	Selaginellales	420	Selaginellaceae	6724	Selaginella	2688177	Selaginella tortipila	2688223	NE",,
"2726673	Carex maritima Gunnerus	2726673	Carex maritima Gunnerus	1	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Liliopsida	196	Poales	1369	Cyperaceae	7708	Carex	2721893	Carex maritima	2726673	NE",,
"2957404	Senna hebecarpa (Fernald) H.S.Irwin & Barneby	2957404	Senna hebecarpa (Fernald) H.S.Irwin & Barneby	1	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Fabales	1370	Fabaceae	5386	Senna	2956904	Senna hebecarpa	2957404	NE",,
"3054168	Teesdalia nudicaulis (L.) W.T.Aiton	3054168	Teesdalia nudicaulis (L.) W.T.Aiton	1	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Brassicales	7225535	Brassicaceae	3112	Teesdalia	3054155	Teesdalia nudicaulis	3054168	NE",,
"3085894	Scleranthus annuus L.	3085894	Scleranthus annuus L.	1	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Caryophyllales	422	Caryophyllaceae	2518	Scleranthus	3085893	Scleranthus annuus	3085894	NE",,
"4138716	Andropogon ternarius var. cabanisii (Hack.) Fernald & Griscom	4152128	Andropogon cabanisii Hack.	1	VARIETY	SYNONYM	Plantae	6	Tracheophyta	7707728	Liliopsida	196	Poales	1369	Poaceae	3073	Andropogon	2706077	Andropogon cabanisii	4152128	",,
"5361872	Ulmus americana L.	5361872	Ulmus americana L.	1	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Rosales	691	Ulmaceae	2382	Ulmus	2984510	Ulmus americana	5361872	EN",,
"6310224	Arisaema triphyllum subsp. stewardsonii (Britton) Huttl.	2867322	Arisaema stewardsonii Britton	1	SUBSPECIES	SYNONYM	Plantae	6	Tracheophyta	7707728	Liliopsida	196	Alismatales	551	Araceae	6979	Arisaema	2866809	Arisaema stewardsonii	2867322	",,
"5275358	Woodwardia virginica (L.) Sm.	8057727	Anchistea virginica (L.) C.Presl	1	SPECIES	SYNONYM	Plantae	6	Tracheophyta	7707728	Polypodiopsida	7228684	Polypodiales	392	Blechnaceae	2374	Anchistea	9316678	Anchistea virginica	8057727	LC",,
"5331115	Lechea torreyi var. congesta Hodgdon	5331114	Lechea torreyi Legg.	1	VARIETY	SYNONYM	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Malvales	941	Cistaceae	6635	Lechea	2874037	Lechea torreyi	5331114	",,
"5331305	Viola tripartita var. glaberrima (Ging. ex Chapm.) R.M.Harper	8055626	Viola glaberrima (Ging. ex Chapm.) House	1	VARIETY	SYNONYM	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Malpighiales	1414	Violaceae	6631	Viola	2874237	Viola glaberrima	8055626	",,
"7227153	Carex canescens var. canescens	7227153	Carex canescens var. canescens	1	VARIETY	ACCEPTED	Plantae	6	Tracheophyta	7707728	Liliopsida	196	Poales	1369	Cyperaceae	7708	Carex	2721893	Carex canescens	2722942	",,
"2650631	Asplenium resiliens Kunze	2650631	Asplenium resiliens Kunze	1	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Polypodiopsida	7228684	Polypodiales	392	Aspleniaceae	6625	Asplenium	2650583	Asplenium resiliens	2650631	NE",,
"2684203	Taxodium ascendens Brongn.	2684195	Taxodium distichum var. imbricarium (Nutt.) Sarg.	1	SPECIES	SYNONYM	Plantae	6	Tracheophyta	7707728	Pinopsida	194	Pinales	640	Cupressaceae	8144	Taxodium	2684190	Taxodium distichum	2684191	NE",,
"2701120	Juncus dichotomus Elliott	2701120	Juncus dichotomus Elliott	2	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Liliopsida	196	Poales	1369	Juncaceae	5353	Juncus	2701072	Juncus dichotomus	2701120	NE",,
"2873994	Aristolochia macrophylla Lam.	2873995	Isotrema macrophyllum (Lam.) C.F.Reed	1	SPECIES	SYNONYM	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Piperales	404	Aristolochiaceae	3066	Isotrema	7313702	Isotrema macrophyllum	2873995	NE",,
"3188796	Circaea canadensis (L.) Hill	3188796	Circaea canadensis (L.) Hill	1	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Myrtales	690	Onagraceae	2430	Circaea	3188793	Circaea canadensis	3188796	NE",,
"4227450	Pityopsis graminifolia var. tenuifolia (Torr.) Semple & F.D.Bowers	10824846	Pityopsis tenuifolia (Torr.) G.L.Nesom	1	VARIETY	SYNONYM	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Asterales	414	Asteraceae	3065	Pityopsis	3094299	Pityopsis tenuifolia	10824846	",,
"5421383	Sarracenia minor Walter	5421383	Sarracenia minor Walter	2	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Ericales	1353	Sarraceniaceae	2426	Sarracenia	3190681	Sarracenia minor	5421383	NE",,
"2713479	Cyperus compressus L.	2713479	Cyperus compressus L.	1	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Liliopsida	196	Poales	1369	Cyperaceae	7708	Cyperus	2713455	Cyperus compressus	2713479	LC",,
"2752734	Streptopus amplexifolius (L.) DC.	2752734	Streptopus amplexifolius (L.) DC.	1	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Liliopsida	196	Liliales	1172	Liliaceae	7699	Streptopus	2752729	Streptopus amplexifolius	2752734	NE",,
"8343889	Linnaea borealis subsp. americana (J.Forbes) Hultén	7514090	Linnaea borealis var. americana (J.Forbes) Rehder	1	SUBSPECIES	SYNONYM	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Dipsacales	946	Caprifoliaceae	6710	Linnaea	2888574	Linnaea borealis	5334220	",,
"2692954	Xyris ambigua Beyr. ex Kunth	2692954	Xyris ambigua Beyr. ex Kunth	1	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Liliopsida	196	Poales	1369	Xyridaceae	8496	Xyris	2692599	Xyris ambigua	2692954	NE",,
"2706276	Aristida purpurascens Poir.	2706276	Aristida purpurascens Poir.	2	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Liliopsida	196	Poales	1369	Poaceae	3073	Aristida	2706249	Aristida purpurascens	2706276	NE",,
"2985986	Hydrangea arborescens L.	2985986	Hydrangea arborescens L.	1	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Cornales	949	Hydrangeaceae	6667	Hydrangea	2985983	Hydrangea arborescens	2985986	NE",,
"5665541	Viola sagittata var. ovata (Nutt.) Torr. & A.Gray	6397021	Viola fimbriatula Sm.	2	VARIETY	SYNONYM	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Malpighiales	1414	Violaceae	6631	Viola	2874237	Viola fimbriatula	6397021	",,
"3101060	Pseudognaphalium obtusifolium (L.) Hilliard & B.L.Burtt	3101060	Pseudognaphalium obtusifolium (L.) Hilliard & B.L.Burtt	1	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Asterales	414	Asteraceae	3065	Pseudognaphalium	3100917	Pseudognaphalium obtusifolium	3101060	NE",,
"3170091	Gentiana autumnalis L.	3170091	Gentiana autumnalis L.	1	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Gentianales	412	Gentianaceae	2503	Gentiana	3170037	Gentiana autumnalis	3170091	NE",,
"3191379	Polygala brevifolia Nutt.	3191379	Polygala brevifolia Nutt.	1	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Fabales	1370	Polygalaceae	2417	Polygala	3191366	Polygala brevifolia	3191379	NE",,
"5389048	Solidago plumosa Small	5389048	Solidago plumosa Small	1	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Asterales	414	Asteraceae	3065	Solidago	5388868	Solidago plumosa	5389048	NE",,
"5389445	Aster reticulatus Pursh	3099195	Oclemena reticulata (Pursh) G.L.Nesom	1	SPECIES	SYNONYM	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Asterales	414	Asteraceae	3065	Oclemena	8361680	Oclemena reticulata	3099195	NE",,
"2729727	Carex cherokeensis Schwein.	2729727	Carex cherokeensis Schwein.	1	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Liliopsida	196	Poales	1369	Cyperaceae	7708	Carex	2721893	Carex cherokeensis	2729727	NE",,
"2723909	Carex plantaginea Lam.	2723909	Carex plantaginea Lam.	1	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Liliopsida	196	Poales	1369	Cyperaceae	7708	Carex	2721893	Carex plantaginea	2723909	NE",,
"3173293	Orobanche uniflora L.	3173298	Aphyllon uniflorum (L.) A.Gray	1	SPECIES	SYNONYM	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Lamiales	408	Orobanchaceae	6651	Aphyllon	9525027	Aphyllon uniflorum	3173298	NE",,
"3190550	Rhus michauxii Sarg.	3190550	Rhus michauxii Sarg.	2	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Sapindales	933	Anacardiaceae	2398	Rhus	3190534	Rhus michauxii	3190550	NE",,
"3711307	Hypericum stragulum P.B.Adams & N.Robson	3711658	Hypericum hypericoides subsp. multicaule (Michx. ex Willd.) N.Robson	1	SPECIES	SYNONYM	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Malpighiales	1414	Hypericaceae	4900406	Hypericum	3189452	Hypericum hypericoides	3189520	NE",,
"4246995	Spilanthes americana var. repens (Walter) A.H.Moore	5386723	Acmella repens (Walter) Richard	1	VARIETY	SYNONYM	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Asterales	414	Asteraceae	3065	Acmella	7764312	Acmella repens	5386723	",,
"5383724	Nyssa ursina Small	5383713	Nyssa biflora Walter	2	SPECIES	SYNONYM	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Cornales	949	Nyssaceae	6712	Nyssa	3082211	Nyssa biflora	5383713	NE",,
"7096706	Asplenium platyneuron var. platyneuron	7096706	Asplenium platyneuron var. platyneuron	1	VARIETY	ACCEPTED	Plantae	6	Tracheophyta	7707728	Polypodiopsida	7228684	Polypodiales	392	Aspleniaceae	6625	Asplenium	2650583	Asplenium platyneuron	2650714	",,
"2888590	Viburnum rufidulum Raf.	2888590	Viburnum rufidulum Raf.	1	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Dipsacales	946	Viburnaceae	4924416	Viburnum	2888580	Viburnum rufidulum	2888590	LC",,
"3145236	Pyrrhopappus carolinianus (Walter) DC.	3145236	Pyrrhopappus carolinianus (Walter) DC.	1	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Asterales	414	Asteraceae	3065	Pyrrhopappus	3145230	Pyrrhopappus carolinianus	3145236	NE",,
"5331779	Betula alleghaniensis Britton	5331779	Betula alleghaniensis Britton	1	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Fagales	1354	Betulaceae	4688	Betula	2875008	Betula alleghaniensis	5331779	LC",,
"2928538	Ipomoea hederacea Jacq.	2928538	Ipomoea hederacea Jacq.	1	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Solanales	1176	Convolvulaceae	2389	Ipomoea	2928509	Ipomoea hederacea	2928538	NE",,
"8219353	Cyperus pumilus L.	8219353	Cyperus pumilus L.	1	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Liliopsida	196	Poales	1369	Cyperaceae	7708	Cyperus	2713455	Cyperus pumilus	8219353	LC",,
"2705081	Panicum virgatum L.	2705081	Panicum virgatum L.	2	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Liliopsida	196	Poales	1369	Poaceae	3073	Panicum	2705064	Panicum virgatum	2705081	NE",,
"2727906	Carex caroliniana Schwein.	2727906	Carex caroliniana Schwein.	1	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Liliopsida	196	Poales	1369	Cyperaceae	7708	Carex	2721893	Carex caroliniana	2727906	NE",,
"5371645	Mitella diphylla L.	5371645	Mitella diphylla L.	1	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Saxifragales	7219248	Saxifragaceae	2402	Mitella	3032892	Mitella diphylla	5371645	NE",,
"5402982	Eupatorium leucolepis (DC.) Torr. & A.Gray	5402982	Eupatorium leucolepis (DC.) Torr. & A.Gray	2	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Asterales	414	Asteraceae	3065	Eupatorium	3142374	Eupatorium leucolepis	5402982	NE",,
"6393911	Polygala grandiflora var. grandiflora	5658192	Asemeia grandiflora (Walter) Small	1	VARIETY	SYNONYM	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Fabales	1370	Polygalaceae	2417	Asemeia	3234753	Asemeia grandiflora	5658192	",,
"2704321	Poa languida Hitchc.	2704318	Poa saltuensis Fernald & Wiegand	1	SPECIES	SYNONYM	Plantae	6	Tracheophyta	7707728	Liliopsida	196	Poales	1369	Poaceae	3073	Poa	2704173	Poa saltuensis	2704318	NE",,
"2879040	Quercus minima (Sarg.) Small	2879040	Quercus minima (Sarg.) Small	1	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Fagales	1354	Fagaceae	4689	Quercus	2877951	Quercus minima	2879040	LC",,
"2888725	Sambucus racemosa var. pubens (Michx.) Koehne	8250865	Sambucus racemosa subsp. pubens (Michx.) Hultén	1	VARIETY	SYNONYM	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Dipsacales	946	Viburnaceae	4924416	Sambucus	2888721	Sambucus racemosa	2888723	",,
"3189534	Hypericum crux-andreae (L.) Crantz	3189534	Hypericum crux-andreae (L.) Crantz	1	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Malpighiales	1414	Hypericaceae	4900406	Hypericum	3189452	Hypericum crux-andreae	3189534	NE",,
"5331099	Hexastylis shuttleworthii (Britten & Baker) Small	5331099	Hexastylis shuttleworthii (Britten & Baker) Small	1	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Piperales	404	Aristolochiaceae	3066	Hexastylis	2873958	Hexastylis shuttleworthii	5331099	NE",,
"5331278	Viola pedata L.	5331278	Viola pedata L.	1	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Malpighiales	1414	Violaceae	6631	Viola	2874237	Viola pedata	5331278	NE",,
"2706089	Andropogon mohrii (Hack.) Vasey	2706114	Andropogon liebmannii Hack.	1	SPECIES	SYNONYM	Plantae	6	Tracheophyta	7707728	Liliopsida	196	Poales	1369	Poaceae	3073	Andropogon	2706077	Andropogon liebmannii	2706114	NE",,
"3189696	Plantago aristata Michx.	3189696	Plantago aristata Michx.	1	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Lamiales	408	Plantaginaceae	2420	Plantago	3189695	Plantago aristata	3189696	NE",,
"4124121	Aristida purpurascens var. virgata (Trin.) Allred	4121691	Aristida virgata Trin.	2	VARIETY	SYNONYM	Plantae	6	Tracheophyta	7707728	Liliopsida	196	Poales	1369	Poaceae	3073	Aristida	2706249	Aristida virgata	4121691	",,
"5333386	Lyonia lucida (Lam.) K.Koch	5333386	Lyonia lucida (Lam.) K.Koch	1	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Ericales	1353	Ericaceae	2505	Lyonia	2882692	Lyonia lucida	5333386	NE",,
"5384823	Silene virginica L.	5384823	Silene virginica L.	1	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Caryophyllales	422	Caryophyllaceae	2518	Silene	3085897	Silene virginica	5384823	NE",,
"2702596	Dichanthelium laxiflorum (Lam.) Gould	2702596	Dichanthelium laxiflorum (Lam.) Gould	2	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Liliopsida	196	Poales	1369	Poaceae	3073	Dichanthelium	2702537	Dichanthelium laxiflorum	2702596	NE",,
"2721187	Rhynchospora harperi Small	2721187	Rhynchospora harperi Small	1	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Liliopsida	196	Poales	1369	Cyperaceae	7708	Rhynchospora	2701052	Rhynchospora harperi	2721187	NE",,
"6448939	Andropogon virginicus var. virginicus	6448939	Andropogon virginicus var. virginicus	1	VARIETY	ACCEPTED	Plantae	6	Tracheophyta	7707728	Liliopsida	196	Poales	1369	Poaceae	3073	Andropogon	2706077	Andropogon virginicus	2706080	",,
